L_ListingID,L_Address,L_City,beds,baths,price,L_Remarks,remarks_cleaned
100469,569 Example St,San Francisco,4,3,850000,"Beautiful single family home with granite countertops.
    Located close to schools.
    Property is fully renovated and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located close to schools. Property is fully renovated and includes no HOA. Priced to sell with strong investment potential.
100470,570 Example St,San Diego,5,2,850000,"Beautiful townhouse with walk-in closet.
    Located quiet neighborhood.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located quiet neighborhood. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100471,571 Example St,Los Angeles,1,3,350000,"Beautiful condo with smart home system.
    Located quiet neighborhood.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful condominium with smart home system. Located quiet neighborhood. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100472,572 Example St,San Jose,5,1,850000,"Beautiful condo with hardwood floors.
    Located walking distance to parks.
    Property is recently upgraded and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful condominium with hardwood floors. Located walking distance to parks. Property is recently upgraded and includes low home owners association fees. Priced to sell with strong investment potential.
100473,573 Example St,Los Angeles,5,4,650000,"Beautiful investment property with granite countertops.
    Located gated community.
    Property is fully renovated and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located gated community. Property is fully renovated and includes no HOA. Priced to sell with strong investment potential.
100474,574 Example St,San Francisco,2,1,450000,"Beautiful townhouse with solar panels.
    Located walking distance to parks.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located walking distance to parks. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100475,575 Example St,San Francisco,3,3,850000,"Beautiful condo with open floor plan.
    Located near downtown.
    Property is recently upgraded and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful condominium with open floor plan. Located near downtown. Property is recently upgraded and includes no HOA. Priced to sell with strong investment potential.
100476,576 Example St,San Diego,1,1,750000,"Beautiful duplex with hardwood floors.
    Located near downtown.
    Property is move-in ready and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with hardwood floors. Located near downtown. Property is move-in ready and includes corner lot. Priced to sell with strong investment potential.
100477,577 Example St,San Jose,1,3,450000,"Beautiful single family home with stainless steel appliances.
    Located close to schools.
    Property is needs TLC and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful single family home with stainless steel appliances. Located close to schools. Property is needs TLC and includes low home owners association fees. Priced to sell with strong investment potential.
100478,578 Example St,San Jose,4,1,350000,"Beautiful townhouse with granite countertops.
    Located near public transportation.
    Property is newly remodeled and includes community pool.
    Priced to sell with strong investment potential.",Beautiful townhouse with granite countertops. Located near public transportation. Property is newly remodeled and includes community pool. Priced to sell with strong investment potential.
100479,579 Example St,San Francisco,1,3,450000,"Beautiful investment property with stainless steel appliances.
    Located gated community.
    Property is needs TLC and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful investment property with stainless steel appliances. Located gated community. Property is needs TLC and includes private backyard. Priced to sell with strong investment potential.
100480,580 Example St,San Francisco,1,3,550000,"Beautiful duplex with stainless steel appliances.
    Located quiet neighborhood.
    Property is fully renovated and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with stainless steel appliances. Located quiet neighborhood. Property is fully renovated and includes large lot. Priced to sell with strong investment potential.
100481,581 Example St,San Francisco,1,4,750000,"Beautiful condo with open floor plan.
    Located walking distance to parks.
    Property is move-in ready and includes large lot.
    Priced to sell with strong investment potential.",Beautiful condominium with open floor plan. Located walking distance to parks. Property is move-in ready and includes large lot. Priced to sell with strong investment potential.
100482,582 Example St,San Francisco,1,4,750000,"Beautiful investment property with hardwood floors.
    Located quiet neighborhood.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful investment property with hardwood floors. Located quiet neighborhood. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100483,583 Example St,San Diego,1,3,650000,"Beautiful townhouse with hardwood floors.
    Located minutes from shopping.
    Property is move-in ready and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful townhouse with hardwood floors. Located minutes from shopping. Property is move-in ready and includes low home owners association fees. Priced to sell with strong investment potential.
100484,584 Example St,San Diego,5,1,950000,"Beautiful single family home with vaulted ceilings.
    Located minutes from shopping.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful single family home with vaulted ceilings. Located minutes from shopping. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100485,585 Example St,San Francisco,2,2,650000,"Beautiful townhouse with walk-in closet.
    Located minutes from shopping.
    Property is recently upgraded and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located minutes from shopping. Property is recently upgraded and includes large lot. Priced to sell with strong investment potential.
100486,586 Example St,Los Angeles,2,2,750000,"Beautiful condo with granite countertops.
    Located close to schools.
    Property is move-in ready and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located close to schools. Property is move-in ready and includes corner lot. Priced to sell with strong investment potential.
100487,587 Example St,Los Angeles,2,4,450000,"Beautiful townhouse with vaulted ceilings.
    Located gated community.
    Property is fixer upper and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with vaulted ceilings. Located gated community. Property is fixer upper and includes two-car garage. Priced to sell with strong investment potential.
100488,588 Example St,San Diego,1,3,450000,"Beautiful duplex with smart home system.
    Located quiet neighborhood.
    Property is recently upgraded and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful duplex with smart home system. Located quiet neighborhood. Property is recently upgraded and includes no HOA. Priced to sell with strong investment potential.
100489,589 Example St,Los Angeles,2,1,550000,"Beautiful investment property with solar panels.
    Located quiet neighborhood.
    Property is move-in ready and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with solar panels. Located quiet neighborhood. Property is move-in ready and includes corner lot. Priced to sell with strong investment potential.
100490,590 Example St,San Jose,5,4,750000,"Beautiful investment property with vaulted ceilings.
    Located walking distance to parks.
    Property is fully renovated and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with vaulted ceilings. Located walking distance to parks. Property is fully renovated and includes large lot. Priced to sell with strong investment potential.
100491,591 Example St,San Diego,5,2,350000,"Beautiful duplex with hardwood floors.
    Located close to schools.
    Property is fixer upper and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful duplex with hardwood floors. Located close to schools. Property is fixer upper and includes no HOA. Priced to sell with strong investment potential.
100492,592 Example St,San Diego,1,2,950000,"Beautiful investment property with smart home system.
    Located close to schools.
    Property is fixer upper and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful investment property with smart home system. Located close to schools. Property is fixer upper and includes private backyard. Priced to sell with strong investment potential.
100493,593 Example St,San Diego,5,1,650000,"Beautiful investment property with granite countertops.
    Located near public transportation.
    Property is recently upgraded and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located near public transportation. Property is recently upgraded and includes corner lot. Priced to sell with strong investment potential.
100494,594 Example St,San Jose,2,3,550000,"Beautiful townhouse with hardwood floors.
    Located close to schools.
    Property is needs TLC and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with hardwood floors. Located close to schools. Property is needs TLC and includes large lot. Priced to sell with strong investment potential.
100495,595 Example St,San Francisco,1,4,950000,"Beautiful duplex with open floor plan.
    Located minutes from shopping.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful duplex with open floor plan. Located minutes from shopping. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100496,596 Example St,San Jose,5,4,550000,"Beautiful duplex with walk-in closet.
    Located close to schools.
    Property is move-in ready and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with walk-in closet. Located close to schools. Property is move-in ready and includes corner lot. Priced to sell with strong investment potential.
100497,597 Example St,San Diego,2,1,750000,"Beautiful condo with walk-in closet.
    Located near downtown.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with walk-in closet. Located near downtown. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100498,598 Example St,San Francisco,2,4,650000,"Beautiful single family home with open floor plan.
    Located quiet neighborhood.
    Property is fixer upper and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful single family home with open floor plan. Located quiet neighborhood. Property is fixer upper and includes no HOA. Priced to sell with strong investment potential.
100499,599 Example St,San Jose,5,4,350000,"Beautiful investment property with granite countertops.
    Located quiet neighborhood.
    Property is fully renovated and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located quiet neighborhood. Property is fully renovated and includes no HOA. Priced to sell with strong investment potential.
100500,600 Example St,Los Angeles,3,1,550000,"Beautiful duplex with vaulted ceilings.
    Located minutes from shopping.
    Property is move-in ready and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located minutes from shopping. Property is move-in ready and includes no HOA. Priced to sell with strong investment potential.
100501,601 Example St,San Francisco,5,4,850000,"Beautiful condo with solar panels.
    Located gated community.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful condominium with solar panels. Located gated community. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100502,602 Example St,San Diego,5,2,650000,"Beautiful condo with smart home system.
    Located minutes from shopping.
    Property is needs TLC and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful condominium with smart home system. Located minutes from shopping. Property is needs TLC and includes no HOA. Priced to sell with strong investment potential.
100503,603 Example St,San Diego,2,4,950000,"Beautiful investment property with granite countertops.
    Located walking distance to parks.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located walking distance to parks. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100504,604 Example St,San Jose,1,1,450000,"Beautiful townhouse with stainless steel appliances.
    Located near downtown.
    Property is recently upgraded and includes community pool.
    Priced to sell with strong investment potential.",Beautiful townhouse with stainless steel appliances. Located near downtown. Property is recently upgraded and includes community pool. Priced to sell with strong investment potential.
100505,605 Example St,Los Angeles,4,4,350000,"Beautiful duplex with granite countertops.
    Located near downtown.
    Property is needs TLC and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with granite countertops. Located near downtown. Property is needs TLC and includes large lot. Priced to sell with strong investment potential.
100506,606 Example St,Los Angeles,3,4,450000,"Beautiful duplex with smart home system.
    Located near downtown.
    Property is fixer upper and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful duplex with smart home system. Located near downtown. Property is fixer upper and includes two-car garage. Priced to sell with strong investment potential.
100507,607 Example St,San Diego,2,3,650000,"Beautiful duplex with vaulted ceilings.
    Located walking distance to parks.
    Property is move-in ready and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located walking distance to parks. Property is move-in ready and includes corner lot. Priced to sell with strong investment potential.
100508,608 Example St,San Francisco,3,1,750000,"Beautiful single family home with solar panels.
    Located near downtown.
    Property is needs TLC and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful single family home with solar panels. Located near downtown. Property is needs TLC and includes low home owners association fees. Priced to sell with strong investment potential.
100509,609 Example St,Los Angeles,1,2,650000,"Beautiful single family home with vaulted ceilings.
    Located close to schools.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful single family home with vaulted ceilings. Located close to schools. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100510,610 Example St,Los Angeles,1,1,950000,"Beautiful duplex with granite countertops.
    Located gated community.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with granite countertops. Located gated community. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100511,611 Example St,Los Angeles,2,4,850000,"Beautiful single family home with walk-in closet.
    Located close to schools.
    Property is fixer upper and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with walk-in closet. Located close to schools. Property is fixer upper and includes corner lot. Priced to sell with strong investment potential.
100512,612 Example St,San Diego,2,2,550000,"Beautiful condo with open floor plan.
    Located near public transportation.
    Property is recently upgraded and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful condominium with open floor plan. Located near public transportation. Property is recently upgraded and includes low home owners association fees. Priced to sell with strong investment potential.
100513,613 Example St,San Diego,4,3,650000,"Beautiful duplex with hardwood floors.
    Located near downtown.
    Property is fully renovated and includes community pool.
    Priced to sell with strong investment potential.",Beautiful duplex with hardwood floors. Located near downtown. Property is fully renovated and includes community pool. Priced to sell with strong investment potential.
100514,614 Example St,San Jose,3,4,450000,"Beautiful townhouse with granite countertops.
    Located gated community.
    Property is needs TLC and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful townhouse with granite countertops. Located gated community. Property is needs TLC and includes low home owners association fees. Priced to sell with strong investment potential.
100515,615 Example St,Los Angeles,1,1,850000,"Beautiful townhouse with stainless steel appliances.
    Located near public transportation.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful townhouse with stainless steel appliances. Located near public transportation. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100516,616 Example St,San Francisco,2,2,350000,"Beautiful townhouse with walk-in closet.
    Located minutes from shopping.
    Property is move-in ready and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located minutes from shopping. Property is move-in ready and includes large lot. Priced to sell with strong investment potential.
100517,617 Example St,San Francisco,3,1,750000,"Beautiful investment property with granite countertops.
    Located minutes from shopping.
    Property is recently upgraded and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located minutes from shopping. Property is recently upgraded and includes large lot. Priced to sell with strong investment potential.
100518,618 Example St,San Jose,3,1,550000,"Beautiful investment property with solar panels.
    Located gated community.
    Property is needs TLC and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with solar panels. Located gated community. Property is needs TLC and includes corner lot. Priced to sell with strong investment potential.
100519,619 Example St,Los Angeles,3,3,550000,"Beautiful duplex with vaulted ceilings.
    Located quiet neighborhood.
    Property is move-in ready and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located quiet neighborhood. Property is move-in ready and includes private backyard. Priced to sell with strong investment potential.
100520,620 Example St,Los Angeles,4,4,650000,"Beautiful single family home with hardwood floors.
    Located quiet neighborhood.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with hardwood floors. Located quiet neighborhood. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100521,621 Example St,Los Angeles,4,4,550000,"Beautiful single family home with granite countertops.
    Located walking distance to parks.
    Property is move-in ready and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located walking distance to parks. Property is move-in ready and includes low home owners association fees. Priced to sell with strong investment potential.
100522,622 Example St,Los Angeles,3,4,750000,"Beautiful duplex with vaulted ceilings.
    Located minutes from shopping.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located minutes from shopping. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100523,623 Example St,Los Angeles,2,4,450000,"Beautiful townhouse with vaulted ceilings.
    Located quiet neighborhood.
    Property is needs TLC and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with vaulted ceilings. Located quiet neighborhood. Property is needs TLC and includes large lot. Priced to sell with strong investment potential.
100524,624 Example St,San Jose,2,3,750000,"Beautiful single family home with granite countertops.
    Located near downtown.
    Property is fixer upper and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located near downtown. Property is fixer upper and includes no HOA. Priced to sell with strong investment potential.
100525,625 Example St,San Jose,5,3,850000,"Beautiful condo with granite countertops.
    Located gated community.
    Property is recently upgraded and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located gated community. Property is recently upgraded and includes low home owners association fees. Priced to sell with strong investment potential.
100526,626 Example St,San Diego,2,3,450000,"Beautiful single family home with open floor plan.
    Located gated community.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful single family home with open floor plan. Located gated community. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100527,627 Example St,San Francisco,2,4,350000,"Beautiful townhouse with hardwood floors.
    Located close to schools.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with hardwood floors. Located close to schools. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100528,628 Example St,San Diego,1,4,950000,"Beautiful investment property with granite countertops.
    Located quiet neighborhood.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located quiet neighborhood. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100529,629 Example St,San Francisco,1,2,950000,"Beautiful investment property with stainless steel appliances.
    Located minutes from shopping.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful investment property with stainless steel appliances. Located minutes from shopping. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100530,630 Example St,San Francisco,3,1,850000,"Beautiful condo with vaulted ceilings.
    Located gated community.
    Property is needs TLC and includes community pool.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located gated community. Property is needs TLC and includes community pool. Priced to sell with strong investment potential.
100531,631 Example St,San Diego,1,2,650000,"Beautiful single family home with granite countertops.
    Located near public transportation.
    Property is fully renovated and includes community pool.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located near public transportation. Property is fully renovated and includes community pool. Priced to sell with strong investment potential.
100532,632 Example St,Los Angeles,2,2,550000,"Beautiful condo with walk-in closet.
    Located minutes from shopping.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful condominium with walk-in closet. Located minutes from shopping. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100533,633 Example St,San Diego,3,3,550000,"Beautiful townhouse with smart home system.
    Located gated community.
    Property is needs TLC and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with smart home system. Located gated community. Property is needs TLC and includes corner lot. Priced to sell with strong investment potential.
100534,634 Example St,San Francisco,1,4,450000,"Beautiful investment property with stainless steel appliances.
    Located minutes from shopping.
    Property is move-in ready and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with stainless steel appliances. Located minutes from shopping. Property is move-in ready and includes corner lot. Priced to sell with strong investment potential.
100535,635 Example St,San Diego,1,1,350000,"Beautiful townhouse with solar panels.
    Located close to schools.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located close to schools. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100536,636 Example St,Los Angeles,2,4,750000,"Beautiful condo with walk-in closet.
    Located near downtown.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful condominium with walk-in closet. Located near downtown. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100537,637 Example St,San Francisco,5,2,850000,"Beautiful townhouse with open floor plan.
    Located close to schools.
    Property is fixer upper and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful townhouse with open floor plan. Located close to schools. Property is fixer upper and includes no HOA. Priced to sell with strong investment potential.
100538,638 Example St,Los Angeles,2,3,850000,"Beautiful investment property with walk-in closet.
    Located close to schools.
    Property is move-in ready and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful investment property with walk-in closet. Located close to schools. Property is move-in ready and includes two-car garage. Priced to sell with strong investment potential.
100539,639 Example St,San Jose,3,1,450000,"Beautiful condo with granite countertops.
    Located walking distance to parks.
    Property is needs TLC and includes large lot.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located walking distance to parks. Property is needs TLC and includes large lot. Priced to sell with strong investment potential.
100540,640 Example St,Los Angeles,4,3,750000,"Beautiful single family home with smart home system.
    Located near downtown.
    Property is needs TLC and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located near downtown. Property is needs TLC and includes corner lot. Priced to sell with strong investment potential.
100541,641 Example St,San Jose,4,4,650000,"Beautiful single family home with granite countertops.
    Located close to schools.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located close to schools. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100542,642 Example St,San Jose,3,3,750000,"Beautiful investment property with hardwood floors.
    Located gated community.
    Property is fixer upper and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with hardwood floors. Located gated community. Property is fixer upper and includes corner lot. Priced to sell with strong investment potential.
100543,643 Example St,San Jose,2,1,750000,"Beautiful duplex with hardwood floors.
    Located close to schools.
    Property is fixer upper and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful duplex with hardwood floors. Located close to schools. Property is fixer upper and includes private backyard. Priced to sell with strong investment potential.
100544,644 Example St,San Jose,4,1,850000,"Beautiful townhouse with solar panels.
    Located quiet neighborhood.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located quiet neighborhood. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100545,645 Example St,San Diego,2,3,450000,"Beautiful townhouse with stainless steel appliances.
    Located close to schools.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with stainless steel appliances. Located close to schools. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100546,646 Example St,Los Angeles,1,3,550000,"Beautiful duplex with smart home system.
    Located gated community.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with smart home system. Located gated community. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100547,647 Example St,Los Angeles,2,3,650000,"Beautiful townhouse with hardwood floors.
    Located near downtown.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with hardwood floors. Located near downtown. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100548,648 Example St,San Diego,5,3,950000,"Beautiful single family home with granite countertops.
    Located near public transportation.
    Property is fully renovated and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located near public transportation. Property is fully renovated and includes corner lot. Priced to sell with strong investment potential.
100549,649 Example St,Los Angeles,4,3,650000,"Beautiful condo with granite countertops.
    Located near downtown.
    Property is fixer upper and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located near downtown. Property is fixer upper and includes corner lot. Priced to sell with strong investment potential.
100550,650 Example St,San Diego,3,2,850000,"Beautiful townhouse with granite countertops.
    Located near downtown.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with granite countertops. Located near downtown. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100551,651 Example St,San Diego,1,3,750000,"Beautiful townhouse with smart home system.
    Located walking distance to parks.
    Property is newly remodeled and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful townhouse with smart home system. Located walking distance to parks. Property is newly remodeled and includes no HOA. Priced to sell with strong investment potential.
100552,652 Example St,San Diego,1,1,450000,"Beautiful townhouse with solar panels.
    Located gated community.
    Property is recently upgraded and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located gated community. Property is recently upgraded and includes low home owners association fees. Priced to sell with strong investment potential.
100553,653 Example St,San Jose,1,1,850000,"Beautiful townhouse with walk-in closet.
    Located near public transportation.
    Property is recently upgraded and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located near public transportation. Property is recently upgraded and includes low home owners association fees. Priced to sell with strong investment potential.
100554,654 Example St,San Diego,5,2,750000,"Beautiful condo with vaulted ceilings.
    Located quiet neighborhood.
    Property is newly remodeled and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located quiet neighborhood. Property is newly remodeled and includes low home owners association fees. Priced to sell with strong investment potential.
100555,655 Example St,San Jose,4,2,650000,"Beautiful condo with granite countertops.
    Located gated community.
    Property is fully renovated and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located gated community. Property is fully renovated and includes low home owners association fees. Priced to sell with strong investment potential.
100556,656 Example St,San Francisco,5,3,350000,"Beautiful condo with solar panels.
    Located quiet neighborhood.
    Property is newly remodeled and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with solar panels. Located quiet neighborhood. Property is newly remodeled and includes two-car garage. Priced to sell with strong investment potential.
100557,657 Example St,San Jose,1,3,450000,"Beautiful investment property with open floor plan.
    Located walking distance to parks.
    Property is needs TLC and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located walking distance to parks. Property is needs TLC and includes low home owners association fees. Priced to sell with strong investment potential.
100558,658 Example St,San Jose,2,2,350000,"Beautiful investment property with open floor plan.
    Located near public transportation.
    Property is newly remodeled and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located near public transportation. Property is newly remodeled and includes low home owners association fees. Priced to sell with strong investment potential.
100559,659 Example St,Los Angeles,4,1,650000,"Beautiful single family home with solar panels.
    Located close to schools.
    Property is needs TLC and includes large lot.
    Priced to sell with strong investment potential.",Beautiful single family home with solar panels. Located close to schools. Property is needs TLC and includes large lot. Priced to sell with strong investment potential.
100560,660 Example St,Los Angeles,3,4,950000,"Beautiful duplex with granite countertops.
    Located near downtown.
    Property is move-in ready and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful duplex with granite countertops. Located near downtown. Property is move-in ready and includes two-car garage. Priced to sell with strong investment potential.
100561,661 Example St,San Diego,4,4,350000,"Beautiful townhouse with walk-in closet.
    Located walking distance to parks.
    Property is move-in ready and includes community pool.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located walking distance to parks. Property is move-in ready and includes community pool. Priced to sell with strong investment potential.
100562,662 Example St,Los Angeles,3,1,450000,"Beautiful investment property with granite countertops.
    Located close to schools.
    Property is fixer upper and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located close to schools. Property is fixer upper and includes two-car garage. Priced to sell with strong investment potential.
100563,663 Example St,San Francisco,1,2,450000,"Beautiful duplex with open floor plan.
    Located walking distance to parks.
    Property is fully renovated and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with open floor plan. Located walking distance to parks. Property is fully renovated and includes corner lot. Priced to sell with strong investment potential.
100564,664 Example St,San Diego,5,3,750000,"Beautiful duplex with granite countertops.
    Located near public transportation.
    Property is fully renovated and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful duplex with granite countertops. Located near public transportation. Property is fully renovated and includes low home owners association fees. Priced to sell with strong investment potential.
100565,665 Example St,San Jose,1,4,650000,"Beautiful condo with solar panels.
    Located walking distance to parks.
    Property is recently upgraded and includes community pool.
    Priced to sell with strong investment potential.",Beautiful condominium with solar panels. Located walking distance to parks. Property is recently upgraded and includes community pool. Priced to sell with strong investment potential.
100566,666 Example St,San Jose,5,2,350000,"Beautiful townhouse with open floor plan.
    Located minutes from shopping.
    Property is needs TLC and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with open floor plan. Located minutes from shopping. Property is needs TLC and includes private backyard. Priced to sell with strong investment potential.
100567,667 Example St,San Diego,4,1,650000,"Beautiful townhouse with granite countertops.
    Located minutes from shopping.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with granite countertops. Located minutes from shopping. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
